Character,Hex,Logic,Type,Name,Braille
𒅒,12152,641,letter,IMsquared,⠊⠍⠎⠟⠥⠜⠑⠙
𒅓,12153,863,letter,IMIN,⠊⠍⠊⠝
𒅔,12154,261,letter,IN,⠊⠝
𒅕,12155,437,letter,GAGgunu,⠛⠁⠛⠛⠥⠝⠥
𒅖,12156,357,letter,Ish,⠊⠩
𒅗,12157,24,letter,INIM,⠊⠝⠊⠍
𒅘,12158,64,letter,NAG,⠝⠁⠛
𒅙,12159,238,letter,KAxAD,⠅⠁⠭⠁⠙
𒅚,1215A,34,letter,KAxAD+KU3,⠅⠁⠭⠁⠙⠬⠅⠥⠒
𒅛,1215B,46,letter,KAxAsh2,⠅⠁⠭⠁⠩⠆
𒅜,1215C,238,letter,Ush11,⠥⠩⠂⠂
𒅝,1215D,47,letter,KAxBALAG,⠅⠁⠭⠃⠁⠇⠁⠛
𒅞,1215E,30,letter,KAxBAR,⠅⠁⠭⠃⠜
𒅟,1215F,238,letter,KAxBI,⠅⠁⠭⠃⠊
𒅠,12160,53,letter,KAxERIN2,⠅⠁⠭⠑⠗⠊⠝⠆
𒅡,12161,128,letter,KAxEsh2,⠅⠁⠭⠑⠩⠆
𒅢,12162,44,letter,KAxGA,⠅⠁⠭⠛⠁
𒅣,12163,238,letter,KAxGAL,⠅⠁⠭⠛⠁⠇
𒅤,12164,33,letter,PU3,⠏⠥⠒
𒅥,12165,65,letter,GU7,⠛⠥⠶
𒅦,12166,66,letter,KAxGAR+shA3+A,⠅⠁⠭⠛⠜⠬⠩⠁⠒⠬⠁
𒅧,12167,128,letter,KAxGI,⠅⠁⠭⠛⠊
𒅨,12168,25,letter,KAxGIR2,⠅⠁⠭⠛⠊⠗⠆
𒅩,12169,238,letter,KAxGIsh+SAR,⠅⠁⠭⠛⠊⠩⠬⠎⠜
𒅪,1216A,128,letter,KAxGIshcrossingGIsh,⠅⠁⠭⠛⠊⠩⠉⠗⠕⠎⠎⠊⠝⠛⠛⠊⠩
𒅫,1216B,69,letter,KAxGU,⠅⠁⠭⠛⠥
𒅬,1216C,63,letter,KAxGUR7,⠅⠁⠭⠛⠥⠗⠶
𒅭,1216D,59,letter,KAxIGI,⠅⠁⠭⠊⠛⠊
𒅮,1216E,54,letter,BUN2,⠃⠥⠝⠆
𒅯,1216F,38,letter,KAxKAK,⠅⠁⠭⠅⠁⠅
𒅰,12170,60,letter,KAxKI,⠅⠁⠭⠅⠊
𒅱,12171,238,letter,KAxKID,⠅⠁⠭⠅⠊⠙
𒅲,12172,26,letter,KAxLI,⠅⠁⠭⠇⠊
𒅳,12173,128,letter,KAxLU,⠅⠁⠭⠇⠥
𒅴,12174,61,letter,EME,⠑⠍⠑
𒅵,12175,238,letter,KAxME+DU,⠅⠁⠭⠍⠑⠬⠙⠥
𒅶,12176,238,letter,KAxME+GI,⠅⠁⠭⠍⠑⠬⠛⠊
𒅷,12177,238,letter,KAxME+TE,⠅⠁⠭⠍⠑⠬⠞⠑
𒅸,12178,57,letter,KAxMI,⠅⠁⠭⠍⠊
𒅹,12179,238,letter,KAxMI+NUNUZ,⠅⠁⠭⠍⠊⠬⠝⠥⠝⠥⠵
𒅺,1217A,35,letter,KAxNE,⠅⠁⠭⠝⠑
𒅻,1217B,31,letter,NUNDUM,⠝⠥⠝⠙⠥⠍
𒅼,1217C,52,letter,KAxPI,⠅⠁⠭⠏⠊
𒅽,1217D,28,letter,KAxRU,⠅⠁⠭⠗⠥
𒅾,1217E,32,letter,SU6,⠎⠥⠖
𒅿,1217F,45,letter,MU11,⠍⠥⠂⠂
𒆀,12180,48,letter,KAxshA,⠅⠁⠭⠩⠁
𒆁,12181,50,letter,KAxshE,⠅⠁⠭⠩⠑
𒆂,12182,42,letter,KAxshID,⠅⠁⠭⠩⠊⠙
𒆃,12183,4,letter,shUDU,⠩⠥⠙⠥
𒆄,12184,68,letter,KAxSIG,⠅⠁⠭⠎⠊⠛
𒆅,12185,238,letter,KAxSUHUR,⠅⠁⠭⠎⠥⠓⠥⠗
𒆆,12186,238,letter,KAxTAR,⠅⠁⠭⠞⠜
𒆇,12187,56,letter,KAxU,⠅⠁⠭⠥
𒆈,12188,43,letter,KAxU2,⠅⠁⠭⠥⠆
𒆉,12189,51,letter,KAxUD,⠅⠁⠭⠥⠙
𒆊,1218A,238,letter,KAxUMUMxPA,⠅⠁⠭⠥⠍⠥⠍⠭⠏⠁
𒆋,1218B,39,letter,KAxUsh,⠅⠁⠭⠥⠩
𒆌,1218C,238,letter,KAxZI,⠅⠁⠭⠵⠊
𒆍,1218D,222,letter,KA2,⠅⠁⠆
𒆎,1218E,238,letter,KA2crossingKA2,⠅⠁⠆⠉⠗⠕⠎⠎⠊⠝⠛⠅⠁⠆
𒆏,1218F,148,letter,GAB2,⠛⠁⠃⠆
𒆐,12190,108,letter,KAD2,⠅⠁⠙⠆
𒆑,12191,109,letter,KAD3,⠅⠁⠙⠒
𒆒,12192,568,letter,KAD4,⠅⠁⠙⠲
𒆓,12193,569,letter,KAD5,⠅⠁⠙⠢
𒆔,12194,238,letter,KAD5/KAD5,⠅⠁⠙⠢⠌⠅⠁⠙⠢
𒆕,12195,379,letter,GAG,⠛⠁⠛
𒆖,12196,238,letter,KAKxIGIgunu,⠅⠁⠅⠭⠊⠛⠊⠛⠥⠝⠥
𒆗,12197,496,letter,ALAD2,⠁⠇⠁⠙⠆
𒆘,12198,497,letter,ALAD,⠁⠇⠁⠙
𒆙,12199,238,letter,KALcrossingKAL,⠅⠁⠇⠉⠗⠕⠎⠎⠊⠝⠛⠅⠁⠇
𒆚,1219A,595,letter,KAM2,⠅⠁⠍⠆
𒆛,1219B,97,letter,KAM4,⠅⠁⠍⠲
𒆜,1219C,302,letter,KASKAL,⠅⠁⠎⠅⠁⠇
𒆝,1219D,307v,letter,shUBTU6,⠩⠥⠃⠞⠥⠖
𒆞,1219E,307,letter,shUBTU7,⠩⠥⠃⠞⠥⠶
𒆟,1219F,238,letter,KEsh2,⠅⠑⠩⠆
𒆠,121A0,737,letter,GAN/GANBA,⠛⠁⠝⠌⠛⠁⠝⠃⠁
𒆡,121A1,738,letter,KIxBAD,⠅⠊⠭⠃⠁⠙
𒆢,121A2,740,letter,KIxU,⠅⠊⠭⠥
𒆣,121A3,739,letter,KIxUD,⠅⠊⠭⠥⠙
𒆤,121A4,484,letter,LIL2,⠇⠊⠇⠆
𒆥,121A5,815,letter,SAGA11,⠎⠁⠛⠁⠂⠂
𒆦,121A6,435,letter,KISAL,⠅⠊⠎⠁⠇
𒆧,121A7,678,letter,KIsh,⠅⠊⠩
𒆨,121A8,687,letter,KISIM5,⠅⠊⠎⠊⠍⠢
𒆩,121A9,687v,letter,KISIM5/KISIM5,⠅⠊⠎⠊⠍⠢⠌⠅⠊⠎⠊⠍⠢
𒆪,121AA,808,letter,DUR,⠙⠥⠗
𒆫,121AB,238,letter,KU/HIxAsh2KU/HIxAsh,⠅⠥⠌⠓⠊⠭⠁⠩⠆⠅⠥⠌⠓⠊⠭⠁⠩
𒆬,121AC,745,letter,KUG,⠅⠥⠛
𒆭,121AD,87,letter,KUR9,⠅⠥⠗⠔
𒆮,121AE,238,letter,KU4variantform,⠅⠥⠲⠧⠜⠊⠁⠝⠞⠋⠕⠗⠍
𒆯,121AF,171,letter,KU7,⠅⠥⠶
𒆰,121B0,117,letter,NUMUN238,⠝⠥⠍⠥⠝⠆⠒⠦
𒆱,121B1,238,letter,KULgunu,⠅⠥⠇⠛⠥⠝⠥
𒆲,121B2,131,letter,KUN,⠅⠥⠝
𒆳,121B3,578,letter,GIN3,⠛⠊⠝⠒
𒆴,121B4,238,letter,LAHMU,⠇⠁⠓⠍⠥
𒆵,121B5,896,letter,KUshU2,⠅⠥⠩⠥⠆
𒆶,121B6,128,letter,KWU318,⠅⠺⠥⠒⠂⠦
𒆷,121B7,89,letter,LA,⠇⠁
𒆸,121B8,755,letter,NIGIN2,⠝⠊⠛⠊⠝⠆
𒆹,121B9,795,letter,AMBAR,⠁⠍⠃⠜
𒆺,121BA,797,letter,LAGABxA+DA+HA,⠇⠁⠛⠁⠃⠭⠁⠬⠙⠁⠬⠓⠁
𒆻,121BB,799,letter,LAGABxA+GAR,⠇⠁⠛⠁⠃⠭⠁⠬⠛⠜
𒆼,121BC,798,letter,LAGABxA+LAL,⠇⠁⠛⠁⠃⠭⠁⠬⠇⠁⠇
𒆽,121BD,773,letter,LAGABxAL,⠇⠁⠛⠁⠃⠭⠁⠇
𒆾,121BE,758,letter,LAGABxAN,⠇⠁⠛⠁⠃⠭⠁⠝
𒆿,121BF,778,letter,LAGABxAshZIDAtenu,⠇⠁⠛⠁⠃⠭⠁⠩⠵⠊⠙⠁⠞⠑⠝⠥
𒇀,121C0,760,letter,GIGIR,⠛⠊⠛⠊⠗
𒇁,121C1,769,letter,LAGABxBI,⠇⠁⠛⠁⠃⠭⠃⠊
𒇂,121C2,765,letter,LAGABxDAR,⠇⠁⠛⠁⠃⠭⠙⠜
𒇃,121C3,764,letter,LAGABxEN,⠇⠁⠛⠁⠃⠭⠑⠝
𒇄,121C4,775,letter,LAGABxGA,⠇⠁⠛⠁⠃⠭⠛⠁
𒇅,121C5,801,letter,LAGABxGAR,⠇⠁⠛⠁⠃⠭⠛⠜
𒇆,121C6,772,letter,LAGABxGUD,⠇⠁⠛⠁⠃⠭⠛⠥⠙
𒇇,121C7,766,letter,LAGABxGUD+GUD,⠇⠁⠛⠁⠃⠭⠛⠥⠙⠬⠛⠥⠙
𒇈,121C8,800,letter,LAGABxHA,⠇⠁⠛⠁⠃⠭⠓⠁
𒇉,121C9,756,letter,ENGUR,⠑⠝⠛⠥⠗
𒇊,121CA,784,letter,LAGABxHIxNUN,⠇⠁⠛⠁⠃⠭⠓⠊⠭⠝⠥⠝
𒇋,121CB,238,letter,LAGABxIGIgunu,⠇⠁⠛⠁⠃⠭⠊⠛⠊⠛⠥⠝⠥
𒇌,121CC,785,letter,LAGABxIM,⠇⠁⠛⠁⠃⠭⠊⠍
𒇍,121CD,128,letter,LAGABxIM+HA,⠇⠁⠛⠁⠃⠭⠊⠍⠬⠓⠁
𒇎,121CE,128,letter,LAGABxIM+LU,⠇⠁⠛⠁⠃⠭⠊⠍⠬⠇⠥
𒇏,121CF,789,letter,LAGABxKI,⠇⠁⠛⠁⠃⠭⠅⠊
𒇐,121D0,794,letter,LAGABxKIN,⠇⠁⠛⠁⠃⠭⠅⠊⠝
𒇑,121D1,790,letter,GARIM,⠛⠜⠊⠍
𒇒,121D2,761,letter,LAGABxKUL,⠇⠁⠛⠁⠃⠭⠅⠥⠇
𒇓,121D3,762,letter,LAGABxKUL+HI+A,⠇⠁⠛⠁⠃⠭⠅⠥⠇⠬⠓⠊⠬⠁
𒇔,121D4,804,letter,NIGIN,⠝⠊⠛⠊⠝
𒇕,121D5,782,letter,LAGABxLIsh,⠇⠁⠛⠁⠃⠭⠇⠊⠩
𒇖,121D6,793,letter,LAGABxLU,⠇⠁⠛⠁⠃⠭⠇⠥
𒇗,121D7,777,letter,LAGABxLUL,⠇⠁⠛⠁⠃⠭⠇⠥⠇
𒇘,121D8,791,letter,LAGABxME,⠇⠁⠛⠁⠃⠭⠍⠑
𒇙,121D9,792,letter,LAGABxME+EN,⠇⠁⠛⠁⠃⠭⠍⠑⠬⠑⠝
𒇚,121DA,780,letter,LAGABxMUsh,⠇⠁⠛⠁⠃⠭⠍⠥⠩
𒇛,121DB,768,letter,UDUB,⠥⠙⠥⠃
𒇜,121DC,779,letter,LAGABxshE+SUM,⠇⠁⠛⠁⠃⠭⠩⠑⠬⠎⠥⠍
𒇝,121DD,238,letter,LAGABxshITA+GIsh+ERIN2,⠇⠁⠛⠁⠃⠭⠩⠊⠞⠁⠬⠛⠊⠩⠬⠑⠗⠊⠝⠆
𒇞,121DE,238,letter,LAGABxshITA+GIshtenu,⠇⠁⠛⠁⠃⠭⠩⠊⠞⠁⠬⠛⠊⠩⠞⠑⠝⠥
𒇟,121DF,802,letter,LAGABxshU2,⠇⠁⠛⠁⠃⠭⠩⠥⠆
𒇠,121E0,803,letter,LAGABxshU2+shU2,⠇⠁⠛⠁⠃⠭⠩⠥⠆⠬⠩⠥⠆
𒇡,121E1,767,letter,ZAR,⠵⠜
𒇢,121E2,238,letter,LAGABxTAG,⠇⠁⠛⠁⠃⠭⠞⠁⠛
𒇣,121E3,759,letter,LAGABxTAK4,⠇⠁⠛⠁⠃⠭⠞⠁⠅⠲
𒇤,121E4,128,letter,LAGABxTE+A+SU+NA,⠇⠁⠛⠁⠃⠭⠞⠑⠬⠁⠬⠎⠥⠬⠝⠁
𒇥,121E5,786,letter,GIGIR,⠛⠊⠛⠊⠗
𒇦,121E6,787,letter,LAGABxU+A,⠇⠁⠛⠁⠃⠭⠥⠬⠁
𒇧,121E7,788,letter,BUL,⠃⠥⠇
𒇨,121E8,774,letter,LAGABxU2+Ash,⠇⠁⠛⠁⠃⠭⠥⠆⠬⠁⠩
𒇪,121EA,770,letter,LAGABxUD,⠇⠁⠛⠁⠃⠭⠥⠙
𒇫,121EB,805,letter,LAGABxUsh,⠇⠁⠛⠁⠃⠭⠥⠩
𒇬,121EC,719,letter,LAGABsquared,⠇⠁⠛⠁⠃⠎⠟⠥⠜⠑⠙
𒇭,121ED,722,letter,LAGAR,⠇⠁⠛⠜
𒇮,121EE,723,letter,SU7,⠎⠥⠶
𒇯,121EF,721,letter,LAGARxshE+SUM,⠇⠁⠛⠜⠭⠩⠑⠬⠎⠥⠍
𒇰,121F0,721,letter,DU6,⠙⠥⠖
𒇱,121F1,238,letter,LAGARgunu/LAGARgunushE,⠇⠁⠛⠜⠛⠥⠝⠥⠌⠇⠁⠛⠜⠛⠥⠝⠥⠩⠑
𒇲,121F2,750,letter,LAHshU,⠇⠁⠓⠩⠥
𒇳,121F3,751,letter,LA2,⠇⠁⠆
𒇴,121F4,693,letter,LAL2,⠇⠁⠇⠆
𒇵,121F5,694,letter,BAfromGANBA,⠃⠁⠋⠗⠕⠍⠛⠁⠝⠃⠁
𒇶,121F6,694,letter,Esh22,⠑⠩⠆⠆
𒇷,121F7,85,letter,LAMxKUR+RU,⠇⠁⠍⠭⠅⠥⠗⠬⠗⠥
𒇸,121F8,544,letter,LI,⠇⠊
𒇹,121F9,215,letter,LIL,⠇⠊⠇
𒇺,121FA,591,letter,LIMMU2,⠇⠊⠍⠍⠥⠆
𒇻,121FB,812,letter,DILIM,⠙⠊⠇⠊⠍
𒇼,121FC,814,letter,UDU,⠥⠙⠥
𒇽,121FD,514,letter,AD,⠁⠙
𒇾,121FE,523,letter,Person,⠏⠑⠗⠎⠕⠝
𒇿,121FF,517,letter,LU2xAL,⠇⠥⠆⠭⠁⠇
𒈀,12200,128,letter,LU2xBAD,⠇⠥⠆⠭⠃⠁⠙
𒈁,12201,128,letter,LU2xEsh2,⠇⠥⠆⠭⠑⠩⠆
𒈂,12202,521,letter,LU2xEsh2tenu,⠇⠥⠆⠭⠑⠩⠆⠞⠑⠝⠥
𒈃,12203,238,letter,LU2xGAN2tenu,⠇⠥⠆⠭⠛⠁⠝⠆⠞⠑⠝⠥
𒈄,12204,526,letter,LU2xHIxBAD,⠇⠥⠆⠭⠓⠊⠭⠃⠁⠙
𒈅,12205,519,letter,LU2xIM,⠇⠥⠆⠭⠊⠍
𒈆,12206,238,letter,LU2xKAD2,⠇⠥⠆⠭⠅⠁⠙⠆
𒈇,12207,238,letter,LU2xKAD3,⠇⠥⠆⠭⠅⠁⠙⠒
𒈈,12208,527,letter,LU2xKAD3+Ash,⠇⠥⠆⠭⠅⠁⠙⠒⠬⠁⠩
𒈉,12209,238,letter,LU2xKI,⠇⠥⠆⠭⠅⠊
𒈊,1220A,528,letter,LU2xLA+Ash,⠇⠥⠆⠭⠇⠁⠬⠁⠩
𒈋,1220B,238,letter,LU2xLAGAB,⠇⠥⠆⠭⠇⠁⠛⠁⠃
𒈌,1220C,522,letter,LU2xME+EN,⠇⠥⠆⠭⠍⠑⠬⠑⠝
𒈍,1220D,238,letter,DU14,⠙⠥⠂⠲
𒈎,1220E,238,letter,LU2xNU,⠇⠥⠆⠭⠝⠥
𒈏,1220F,533,letter,LU2xSI+Ash,⠇⠥⠆⠭⠎⠊⠬⠁⠩
𒈐,12210,530,letter,LU2xSIK2+BU,⠇⠥⠆⠭⠎⠊⠅⠆⠬⠃⠥
𒈑,12211,515,letter,AZLAG7,⠁⠵⠇⠁⠛⠶
𒈒,12212,128,letter,LU2tenu,⠇⠥⠆⠞⠑⠝⠥
𒈓,12213,128,letter,LU2crossingLU2,⠇⠥⠆⠉⠗⠕⠎⠎⠊⠝⠛⠇⠥⠆
𒈔,12214,128,letter,LU2opposingLU2,⠇⠥⠆⠕⠏⠏⠕⠎⠊⠝⠛⠇⠥⠆
𒈕,12215,516,letter,LU2squared,⠇⠥⠆⠎⠟⠥⠜⠑⠙
𒈖,12216,555,letter,DIM3,⠙⠊⠍⠒
𒈗,12217,266,letter,GUG,⠛⠥⠛
𒈘,12218,266v,letter,LUGAL,⠇⠥⠛⠁⠇
𒈙,12219,266v,letter,DADRUM,⠙⠁⠙⠗⠥⠍
𒈚,1221A,DIM3,letter,LUGALopposingLUGAL,⠇⠥⠛⠁⠇⠕⠏⠏⠕⠎⠊⠝⠛⠇⠥⠛⠁⠇
𒈛,1221B,494,letter,LUGALsheshig,⠇⠥⠛⠁⠇⠩⠑⠩⠊⠛
𒈜,1221C,570,letter,LUH,⠇⠥⠓
𒈝,1221D,900,letter,NAR,⠝⠜
𒈞,1221E,902,letter,HUM,⠓⠥⠍
𒈟,1221F,904,letter,LUM/LUM,⠇⠥⠍⠌⠇⠥⠍
𒈠,12220,552,letter,LUGUD,⠇⠥⠛⠥⠙
𒈡,12221,128,letter,MA,⠍⠁
𒈢,12222,270,letter,MAxTAK4,⠍⠁⠭⠞⠁⠅⠲
𒈣,12223,201,letter,HASHUR,⠓⠁⠩⠥⠗
𒈤,12224,91,letter,MA2,⠍⠁⠆
𒈥,12225,483,letter,MAH,⠍⠁⠓
𒈦,12226,120,letter,MAR,⠍⠜
𒈧,12227,130,letter,MAsh,⠍⠁⠩
𒈨,12228,753,letter,MAsh2,⠍⠁⠩⠆
𒈩,12229,486,letter,ME,⠍⠑
𒈪,1222A,681,letter,RID,⠗⠊⠙
𒈫,1222B,825,letter,GI6,⠛⠊⠖
𒈬,1222C,98,letter,MIN,⠍⠊⠝
𒈭,1222D,301,letter,GU10,⠛⠥⠂⠴
𒈮,1222E,12,letter,TAH,⠞⠁⠓
𒈯,1222F,13,letter,oakum,⠕⠁⠅⠥⠍
𒈰,12230,820,letter,ZADIM,⠵⠁⠙⠊⠍
𒈱,12231,128,letter,MUNshUB,⠍⠥⠝⠩⠥⠃
𒈲,12232,585,letter,MURGU2,⠍⠥⠗⠛⠥⠆
𒈳,12233,128,letter,MUsh,⠍⠥⠩
𒈴,12234,128,letter,MUshxA,⠍⠥⠩⠭⠁
𒈵,12235,128,letter,MUshxKUR,⠍⠥⠩⠭⠅⠥⠗
𒈶,12236,586,letter,MUshxZA,⠍⠥⠩⠭⠵⠁
𒈷,12237,128,letter,RI8,⠗⠊⠦
𒈸,12238,238,letter,MUsh/MUshxA+NA,⠍⠥⠩⠌⠍⠥⠩⠭⠁⠬⠝⠁
𒈹,12239,153,letter,MUshcrossingMUsh,⠍⠥⠩⠉⠗⠕⠎⠎⠊⠝⠛⠍⠥⠩
𒈺,1223A,154,letter,INANNA,⠊⠝⠁⠝⠝⠁
𒈻,1223B,155,letter,MUsh3xA,⠍⠥⠩⠒⠭⠁
𒈼,1223C,238,letter,MUsh3xA+DI,⠍⠥⠩⠒⠭⠁⠬⠙⠊
𒈽,1223D,128,letter,MUsh3xDI,⠍⠥⠩⠒⠭⠙⠊
𒈾,1223E,110,letter,SUH,⠎⠥⠓
𒈿,1223F,689,letter,Na,⠝⠁
𒉀,12240,293,letter,NU2,⠝⠥⠆
𒉁,12241,128,letter,NISABA,⠝⠊⠎⠁⠃⠁
𒉂,12242,294,letter,HAYA238,⠓⠁⠽⠁⠆⠒⠦
𒉃,12243,128,letter,NAGAxshUtenu,⠝⠁⠛⠁⠭⠩⠥⠞⠑⠝⠥
𒉄,12244,893,letter,NAGAopposingNAGA,⠝⠁⠛⠁⠕⠏⠏⠕⠎⠊⠝⠛⠝⠁⠛⠁
𒉅,12245,238,letter,ALLA,⠁⠇⠇⠁
𒉆,12246,134,letter,NAMNUTILLU,⠝⠁⠍⠝⠥⠞⠊⠇⠇⠥
𒉇,12247,238,letter,NAM,⠝⠁⠍
𒉈,12248,313,letter,NAM2,⠝⠁⠍⠆
𒉉,12249,315,letter,BI2,⠃⠊⠆
𒉊,1224A,314,letter,NExA,⠝⠑⠭⠁
𒉋,1224B,312,letter,NExUD,⠝⠑⠭⠥⠙
𒉌,1224C,380,letter,BIL,⠃⠊⠇
𒉍,1224D,238,letter,I3,⠊⠒
𒉎,1224E,641,letter,NIxE,⠝⠊⠭⠑
𒉏,1224F,690,letter,NI2,⠝⠊⠆
𒉐,12250,691,letter,NUM,⠝⠥⠍
𒉑,12251,692,letter,NIMxGAN2tenu,⠝⠊⠍⠭⠛⠁⠝⠆⠞⠑⠝⠥
𒉒,12252,316,letter,NIMxGAR+GAN2tenu,⠝⠊⠍⠭⠛⠜⠬⠛⠁⠝⠆⠞⠑⠝⠥
𒉓,12253,320,letter,NINDA2,⠝⠊⠝⠙⠁⠆
𒉔,12254,317,letter,NINDA2xAN,⠝⠊⠝⠙⠁⠆⠭⠁⠝
𒉕,12255,316,letter,NINDA2xAsh,⠝⠊⠝⠙⠁⠆⠭⠁⠩
𒉖,12256,327,letter,NINDA2xAsh+Ash,⠝⠊⠝⠙⠁⠆⠭⠁⠩⠬⠁⠩
𒉗,12257,128,letter,NINDA2xGUD,⠝⠊⠝⠙⠁⠆⠭⠛⠥⠙
𒉘,12258,326,letter,NINDA2xME+GAN2tenu,⠝⠊⠝⠙⠁⠆⠭⠍⠑⠬⠛⠁⠝⠆⠞⠑⠝⠥
𒉙,12259,324,letter,AG,⠁⠛
𒉚,1225A,333,letter,AZU,⠁⠵⠥
𒉛,1225B,333,letter,NINDA2xshE,⠝⠊⠝⠙⠁⠆⠭⠩⠑
𒉜,1225C,331,letter,shAM2,⠩⠁⠍⠆
𒉝,1225D,332,letter,NINDA2xshE+Ash,⠝⠊⠝⠙⠁⠆⠭⠩⠑⠬⠁⠩
𒉞,1225E,330,letter,NINDA2xshE+Ash+Ash,⠝⠊⠝⠙⠁⠆⠭⠩⠑⠬⠁⠩⠬⠁⠩
𒉟,1225F,238,letter,NINDA2xU2+Ash,⠝⠊⠝⠙⠁⠆⠭⠥⠆⠬⠁⠩
𒉠,12260,545,letter,NINDA2xUsh,⠝⠊⠝⠙⠁⠆⠭⠥⠩
𒉡,12261,112,letter,MURU2,⠍⠥⠗⠥⠆
𒉢,12262,115,letter,NU,⠝⠥
𒉣,12263,143,letter,shIR,⠩⠊⠗
𒉤,12264,238,letter,eridu,⠑⠗⠊⠙⠥
𒉥,12265,238,letter,NUNLAGARxGAR,⠝⠥⠝⠇⠁⠛⠜⠭⠛⠜
𒉦,12266,238,letter,NUNLAGARxMAsh,⠝⠥⠝⠇⠁⠛⠜⠭⠍⠁⠩
𒉧,12267,238,letter,NUNLAGARxSAL,⠝⠥⠝⠇⠁⠛⠜⠭⠎⠁⠇
𒉨,12268,238,letter,NUNLAGARxSAL/NUNLAGARxSAL,⠝⠥⠝⠇⠁⠛⠜⠭⠎⠁⠇⠌⠝⠥⠝⠇⠁⠛⠜⠭⠎⠁⠇
𒉩,12269,144,letter,NUNLAGARxUsh,⠝⠥⠝⠇⠁⠛⠜⠭⠥⠩
𒉪,1226A,502,letter,NUNtenu,⠝⠥⠝⠞⠑⠝⠥
𒉫,1226B,107,letter,NIR,⠝⠊⠗
𒉬,1226C,128,letter,NUNcrossingNUN,⠝⠥⠝⠉⠗⠕⠎⠎⠊⠝⠛⠝⠥⠝
𒉭,1226D,614,letter,NUNcrossingNUNLAGAR/LAGAR,⠝⠥⠝⠉⠗⠕⠎⠎⠊⠝⠛⠝⠥⠝⠇⠁⠛⠜⠌⠇⠁⠛⠜
𒉮,1226E,619,letter,NUNUZ,⠝⠥⠝⠥⠵
𒉯,1226F,621,letter,USAN3,⠥⠎⠁⠝⠒
𒉰,12270,625,letter,MUD3,⠍⠥⠙⠒
𒉱,12271,623,letter,NUNUZAB2xDUG,⠝⠥⠝⠥⠵⠁⠃⠆⠭⠙⠥⠛
𒉲,12272,627,letter,NUNUZAB2xGUD,⠝⠥⠝⠥⠵⠁⠃⠆⠭⠛⠥⠙
𒉳,12273,618,letter,NUNUZAB2xIGIgunu,⠝⠥⠝⠥⠵⠁⠃⠆⠭⠊⠛⠊⠛⠥⠝⠥
𒉴,12274,616,letter,NUNUZAB2xKAD3,⠝⠥⠝⠥⠵⠁⠃⠆⠭⠅⠁⠙⠒
𒉵,12275,620,letter,LAHTAN,⠇⠁⠓⠞⠁⠝
𒉶,12276,617,letter,NUNUZAB2xNE,⠝⠥⠝⠥⠵⠁⠃⠆⠭⠝⠑
𒉷,12277,624,letter,LAHTAN2,⠇⠁⠓⠞⠁⠝⠆
𒉸,12278,621,letter,NUNUZAB2xU2,⠝⠥⠝⠥⠵⠁⠃⠆⠭⠥⠆
𒉹,12279,622,letter,MUD3,⠍⠥⠙⠒
𒉺,1227A,464,letter,MUD3,⠍⠥⠙⠒
𒉻,1227B,746,letter,GIDRU,⠛⠊⠙⠗⠥
𒉼,1227C,685,letter,shUK,⠩⠥⠅
𒉽,1227D,92,letter,PAN,⠏⠁⠝
𒉾,1227E,741,letter,PAB,⠏⠁⠃
𒉿,1227F,598,letter,PEsh2,⠏⠑⠩⠆
𒊀,12280,598v,letter,TAL2,⠞⠁⠇⠆
𒊁,12281,598v,letter,PIxA,⠏⠊⠭⠁
𒊂,12282,598v,letter,PIxAB,⠏⠊⠭⠁⠃
𒊃,12283,598v,letter,PIxBI,⠏⠊⠭⠃⠊
𒊄,12284,598v,letter,PIxBU,⠏⠊⠭⠃⠥
𒊅,12285,598v,letter,PIxBU,⠏⠊⠭⠃⠥
𒊆,12286,598v,letter,PIxI,⠏⠊⠭⠊
𒊇,12287,598v,letter,PIxIB,⠏⠊⠭⠊⠃
𒊈,12288,598v,letter,PIxU,⠏⠊⠭⠥
𒊉,12289,598v,letter,PIxU2,⠏⠊⠭⠥⠆
𒊊,1228A,238,letter,PIcrossingPI,⠏⠊⠉⠗⠕⠎⠎⠊⠝⠛⠏⠊
𒊋,1228B,295,letter,PIRIG,⠏⠊⠗⠊⠛
𒊌,1228C,296,letter,PIRIGxKAL,⠏⠊⠗⠊⠛⠭⠅⠁⠇
𒊍,1228D,297,letter,UG,⠥⠛
𒊎,1228E,238,letter,AZ,⠁⠵
𒊏,1228F,511,letter,PIRIGopposingPIRIG,⠏⠊⠗⠊⠛⠕⠏⠏⠕⠎⠊⠝⠛⠏⠊⠗⠊⠛
𒊐,12290,262,letter,RA,⠗⠁
𒊑,12291,142,letter,RAB,⠗⠁⠃
𒊒,12292,111,letter,DAL,⠙⠁⠇
𒊓,12293,172,letter,RU,⠗⠥
𒊔,12294,238,letter,SA,⠎⠁
𒊕,12295,184,letter,SAGNUTILLU,⠎⠁⠛⠝⠥⠞⠊⠇⠇⠥
𒊖,12296,197,letter,SAG,⠎⠁⠛
𒊗,12297,187,letter,SAGxA,⠎⠁⠛⠭⠁
𒊘,12298,128,letter,SAGxDU,⠎⠁⠛⠭⠙⠥
𒊙,12299,198,letter,SAGxDUB,⠎⠁⠛⠭⠙⠥⠃
𒊚,1229A,188,letter,SAGxHA,⠎⠁⠛⠭⠓⠁
