Character,Hex,Type,Name,Braille
𒍦,12366,letter,ZIB,⠵⠊⠃
𒍧,12367,letter,ZIB KABA TENU,⠵⠊⠃ ⠅⠁⠃⠁ ⠞⠑⠝⠥
𒍨,12368,letter,ZIG,⠵⠊⠛
𒍩,12369,letter,ZIZ2,⠵⠊⠵
𒍪,1236A,letter,ZU,⠵⠥
𒍫,1236B,letter,ZU5,⠵⠥⠢
𒍬,1236C,letter,ZU5 TIMES A,⠵⠥⠢⠡⠁
𒍭,1236D,letter,ZUBUR,⠵⠥⠃⠥⠗
𒍮,1236E,letter,ZUM,⠵⠥⠍
𒍰,12370,letter,AB TIMES NUN,⠁⠃⠡⠝⠥⠝
𒍼,1237C,letter,GIG,⠛⠊⠛
𒍱,12371,letter,AB2 TIMES A,⠁⠃⠡⠁
𒍲,12372,letter,AMAR TIMES KUG,⠁⠍⠜⠡⠅⠥⠛
𒍳,12373,letter,DAG KISIM5 TIMES U2 PLUS MASH,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠥⠬⠍⠁⠩
𒍴,12374,letter,DAG3,⠙⠁⠛⠒
𒍵,12375,letter,DISH PLUS SHU,⠙⠊⠩⠬⠩⠥
𒍶,12376,letter,DUB TIMES SHE,⠙⠥⠃⠡⠩⠑
𒍷,12377,letter,EZEN TIMES GUD,⠑⠵⠑⠝⠡⠛⠥⠙
𒍸,12378,letter,EZEN TIMES SHE,⠑⠵⠑⠝⠡⠩⠑
𒍹,12379,letter,GA2 TIMES AN PLUS KAK PLUS A,⠛⠁⠡⠁⠝⠬⠅⠁⠅⠬⠁
𒍺,1237A,letter,GA2 TIMES ASH2,⠛⠁⠡⠁⠩
𒍻,1237B,letter,GE22,⠛⠑
𒌩,12329,letter,UR CROSSING UR,⠥⠗⠯⠥⠗
𒌧,12327,letter,UN GUNU,⠥⠝ ⠛⠥⠝⠥
𒊴,122B4,letter,SHA3 TIMES TUR,⠩⠁⠒⠡⠞⠥⠗
𒋐,122D0,letter,SHIM TIMES MUG,⠩⠊⠍⠡⠍⠥⠛
𒋒,122D2,letter,SHINIG,⠩⠊⠝⠊⠛
𒋓,122D3,letter,SHIR,⠩⠊⠗
𒋔,122D4,letter,SHIR TENU,⠩⠊⠗ ⠞⠑⠝⠥
𒋕,122D5,letter,SHIR OVER SHIR BUR OVER BUR,⠩⠊⠗⠌⠩⠊⠗ ⠃⠥⠗⠌⠃⠥⠗
𒋖,122D6,letter,SHITA,⠩⠊⠞⠁
𒋗,122D7,letter,SHU,⠩⠥
𒋘,122D8,letter,SHU OVER INVERTED SHU,⠩⠥⠌⠊⠝⠧⠑⠗⠞⠑⠙ ⠩⠥
𒋙,122D9,letter,SHU2,⠩⠥
𒋚,122DA,letter,SHUBUR,⠩⠥⠃⠥⠗
𒋛,122DB,letter,SI,⠎⠊
𒋜,122DC,letter,SI GUNU,⠎⠊ ⠛⠥⠝⠥
𒋝,122DD,letter,SIG,⠎⠊⠛
𒋞,122DE,letter,SIG4,⠎⠊⠛⠲
𒋟,122DF,letter,SIG4 OVER SIG4 SHU2,⠎⠊⠛⠲⠌⠎⠊⠛⠲ ⠩⠥
𒋢,122E2,letter,SU,⠎⠥
𒋣,122e3,letter,SU OVER SU,⠎⠥⠌⠎⠥
𒋤,122e4,letter,SUD,⠎⠥⠙
𒋥,122e5,letter,SUD2,⠎⠥⠙
𒋦,122e6,letter,SUHUR,⠎⠥⠓⠥⠗
𒋧,122e7,letter,SUM,⠎⠥⠍
𒋨,122e8,letter,SUMASH,⠎⠥⠍⠁⠩
𒋩,122e9,letter,SUR,⠎⠥⠗
𒋪,122EA,letter,SUR9,⠎⠥⠗⠔
𒋫,122EB,letter,TA,⠞⠁
𒋬,122EC,letter,TA ASTERISK,⠞⠁⠡
𒋑,122D1,letter,SHIM TIMES SAL,⠩⠊⠍⠡⠎⠁⠇
𒋏,122CF,letter,SHIM TIMES LUL,⠩⠊⠍⠡⠇⠥⠇
𒌦,12326,letter,UN,⠥⠝
𒋎,122CE,letter,SHIM TIMES KUSHU2,⠩⠊⠍⠡⠅⠥⠩⠥
𒊵,122B5,letter,SHA3 TIMES U,⠩⠁⠒⠡⠥
𒊶,122B6,letter,SHA3 TIMES U PLUS A,⠩⠁⠒⠡⠥⠬⠁
𒊷,122B7,letter,SHA6,⠩⠁⠖
𒊸,122B8,letter,SHAB6,⠩⠁⠃⠖
𒊹,122B9,letter,SHAR2,⠩⠜
𒊺,122BA,letter,SHE,⠩⠑
𒊻,122BB,letter,SHE HU,⠩⠑ ⠓⠥
𒊼,122BC,letter,SHE OVER SHE GAD OVER GAD GAR OVER GAR,⠩⠑⠌⠩⠑ ⠛⠁⠙⠌⠛⠁⠙ ⠛⠜⠌⠛⠜
𒊽,122BD,letter,SHE OVER SHE TAB OVER TAB GAR OVER GAR,⠩⠑⠌⠩⠑ ⠞⠁⠃⠌⠞⠁⠃ ⠛⠜⠌⠛⠜
𒊾,122BE,letter,SHEG9,⠩⠑⠛⠔
𒊿,122BF,letter,SHEN,⠩⠑⠝
𒋀,122C0,letter,SHESH,⠩⠑⠩
𒋁,122C1,letter,SHESH2,⠩⠑⠩
𒋂,122C2,letter,SHESHLAM,⠩⠑⠩⠇⠁⠍
𒋃,122C3,letter,SHID,⠩⠊⠙
𒋄,122C4,letter,SHID TIMES A,⠩⠊⠙⠡⠁
𒋅,122C5,letter,SHID TIMES IM,⠩⠊⠙⠡⠊⠍
𒋆,122C6,letter,SHIM,⠩⠊⠍
𒋇,122C7,letter,SHIM TIMES A,⠩⠊⠍⠡⠁
𒋈,122C8,letter,SHIM TIMES BAL,⠩⠊⠍⠡⠃⠁⠇
𒋉,122C9,letter,SHIM TIMES BULUG,⠩⠊⠍⠡⠃⠥⠇⠥⠛
𒋊,122CA,letter,SHIM TIMES DIN,⠩⠊⠍⠡⠙⠊⠝
𒋋,122CB,letter,SHIM TIMES GAR,⠩⠊⠍⠡⠛⠜
𒋌,122CC,letter,SHIM TIMES IGI,⠩⠊⠍⠡⠊⠛⠊
𒋍,122CD,letter,SHIM TIMES IGI GUNU,⠩⠊⠍⠡⠊⠛⠊ ⠛⠥⠝⠥
𒋭,122ED,letter,TA TIMES HI,⠞⠁⠡⠓⠊
𒋮,122EE,letter,TA TIMES MI,⠞⠁⠡⠍⠊
𒋯,122EF,letter,TA GUNU,⠞⠁ ⠛⠥⠝⠥
𒋰,122F0,letter,TAB,⠞⠁⠃
𒌍,1230D,letter,U U U,⠥ ⠥ ⠥
𒌎,1230E,letter,U OVER U PA OVER PA GAR OVER GAR,⠥⠌⠥ ⠏⠁⠌⠏⠁ ⠛⠜⠌⠛⠜
𒌏,1230F,letter,U OVER U SUR OVER SUR,⠥⠌⠥ ⠎⠥⠗⠌⠎⠥⠗
𒌐,12310,letter,U OVER U U REVERSED OVER U REVERSED,⠥⠌⠥ ⠥⠯⠇⠞⠰⠌⠥⠯⠇⠞⠰
𒌑,12311,letter,U2,⠥
𒌒,12312,letter,UB,⠥⠃
𒌓,12313,letter,UD,⠥⠙
𒌔,12314,letter,UD KUSHU2,⠥⠙ ⠅⠥⠩⠥
𒌕,12315,letter,UD TIMES BAD,⠥⠙⠡⠃⠁⠙
𒌖,12316,letter,UD TIMES MI,⠥⠙⠡⠍⠊
𒌗,12317,letter,UD TIMES U PLUS U PLUS U,⠥⠙⠡⠥⠬⠥⠬⠥
𒌘,12318,letter,UD TIMES U PLUS U PLUS U GUNU,⠥⠙⠡⠥⠬⠥⠬⠥ ⠛⠥⠝⠥
𒌙,12319,letter,UD GUNU,⠥⠙ ⠛⠥⠝⠥
𒌚,1231A,letter,UD SHESHIG,⠥⠙ ⠩⠑⠩⠊⠛
𒌛,1231B,letter,UD SHESHIG TIMES BAD,⠥⠙ ⠩⠑⠩⠊⠛⠡⠃⠁⠙
𒌜,1231C,letter,UDUG,⠥⠙⠥⠛
𒌝,1231D,letter,UM,⠥⠍
𒌞,1231E,letter,UM TIMES LAGAB,⠥⠍⠡⠇⠁⠛⠁⠃
𒌟,1231F,letter,UM TIMES ME PLUS DA,⠥⠍⠡⠍⠑⠬⠙⠁
𒌠,12320,letter,UM TIMES SHA3,⠥⠍⠡⠩⠁⠒
𒌡,12321,letter,UM TIMES U,⠥⠍⠡⠥
𒌢,12322,letter,UMBIN,⠥⠍⠃⠊⠝
𒌣,12323,letter,UMUM,⠥⠍⠥⠍
𒌤,12324,letter,UMUM TIMES KASKAL,⠥⠍⠥⠍⠡⠅⠁⠎⠅⠁⠇
𒌥,12325,letter,UMUM TIMES PA,⠥⠍⠥⠍⠡⠏⠁
𒌌,1230C,letter,U GUD,⠥ ⠛⠥⠙
𒌋,1230B,letter,U,⠥
𒌊,1230A,letter,TUR OVER TUR ZA OVER ZA,⠞⠥⠗⠌⠞⠥⠗ ⠵⠁⠌⠵⠁
𒋼,122FC,letter,TE,⠞⠑
𒋱,122F1,letter,TAB OVER TAB NI OVER NI DISH OVER DISH,⠞⠁⠃⠌⠞⠁⠃ ⠝⠊⠌⠝⠊ ⠙⠊⠩⠌⠙⠊⠩
𒋲,122F2,letter,TAB SQUARED,⠞⠁⠃⠘⠸
𒋳,122F3,letter,TAG,⠞⠁⠛
𒋴,122F4,letter,TAG TIMES BI,⠞⠁⠛⠡⠃⠊
𒋵,122F5,letter,TAG TIMES GUD,⠞⠁⠛⠡⠛⠥⠙
𒋶,122F6,letter,TAG TIMES SHE,⠞⠁⠛⠡⠩⠑
𒋷,122F7,letter,TAG TIMES SHU,⠞⠁⠛⠡⠩⠥
𒋸,122F8,letter,TAG TIMES TUG2,⠞⠁⠛⠡⠞⠥⠛
𒋹,122F9,letter,TAG TIMES UD,⠞⠁⠛⠡⠥⠙
𒋺,122FA,letter,TAK4,⠞⠁⠅⠲
𒋻,122FB,letter,TAR,⠞⠜
𒋽,122FD,letter,TE GUNU,⠞⠑ ⠛⠥⠝⠥
𒌉,12309,letter,TUR,⠞⠥⠗
𒋾,122FE,letter,TI,⠞⠊
𒋿,122FF,letter,TI TENU,⠞⠊ ⠞⠑⠝⠥
𒌀,12300,letter,TIL,⠞⠊⠇
𒌁,12301,letter,TIR,⠞⠊⠗
𒌂,12302,letter,TIR TIMES TAK4,⠞⠊⠗⠡⠞⠁⠅⠲
𒌃,12303,letter,TIR OVER TIR,⠞⠊⠗⠌⠞⠊⠗
𒌄,12304,letter,TIR OVER TIR GAD OVER GAD GAR OVER GAR,⠞⠊⠗⠌⠞⠊⠗ ⠛⠁⠙⠌⠛⠁⠙ ⠛⠜⠌⠛⠜
𒌅,12305,letter,TU,⠞⠥
𒌆,12306,letter,TUG2,⠞⠥⠛
𒌇,12307,letter,TUK,⠞⠥⠅
𒌈,12308,letter,TUM,⠞⠥⠍
𒇌,121CC,letter,LAGAB TIMES IM,⠇⠁⠛⠁⠃⠡⠊⠍
𒇍,121CD,letter,LAGAB TIMES IM PLUS HA,⠇⠁⠛⠁⠃⠡⠊⠍⠬⠓⠁
𒇊,121CA,letter,LAGAB TIMES HI TIMES NUN,⠇⠁⠛⠁⠃⠡⠓⠊⠡⠝⠥⠝
𒂐,12090,letter,E2 TIMES MI,⠑⠡⠍⠊
𒂒,12092,letter,E2 TIMES SHE,⠑⠡⠩⠑
𒂓,12093,letter,E2 TIMES U,⠑⠡⠥
𒂔,12094,letter,EDIN,⠑⠙⠊⠝
𒂕,12095,letter,EGIR,⠑⠛⠊⠗
𒂖,12096,letter,EL,⠑⠇
𒂗,12097,letter,EN,⠑⠝
𒂘,12098,letter,EN TIMES GAN2,⠑⠝⠡⠛⠁⠝
𒂙,12099,letter,EN TIMES GAN2 TENU,⠑⠝⠡⠛⠁⠝ ⠞⠑⠝⠥
𒂚,1209A,letter,EN TIMES ME,⠑⠝⠡⠍⠑
𒂛,1209B,letter,EN CROSSING EN,⠑⠝⠯⠑⠝
𒂜,1209C,letter,EN OPPOSING EN,⠑⠝⠫⠑⠝
𒂝,1209D,letter,EN SQUARED,⠑⠝⠘⠸
𒂞,1209E,letter,EREN,⠑⠗⠑⠝
𒂟,1209F,letter,ERIN2,⠑⠗⠊⠝
𒂠,120A0,letter,ESH2,⠑⠩
𒂡,120A1,letter,EZEN,⠑⠵⠑⠝
𒂢,120A2,letter,EZEN TIMES A,⠑⠵⠑⠝⠡⠁
𒂣,120A3,letter,EZEN TIMES A PLUS LAL,⠑⠵⠑⠝⠡⠁⠬⠇⠁⠇
𒂤,120A4,letter,EZEN TIMES A PLUS LAL TIMES LAL,⠑⠵⠑⠝⠡⠁⠬⠇⠁⠇⠡⠇⠁⠇
𒂥,120A5,letter,EZEN TIMES AN,⠑⠵⠑⠝⠡⠁⠝
𒂦,120A6,letter,EZEN TIMES BAD,⠑⠵⠑⠝⠡⠃⠁⠙
𒂧,120A7,letter,EZEN TIMES DUN3 GUNU,⠑⠵⠑⠝⠡⠙⠥⠝⠒ ⠛⠥⠝⠥
𒂨,120A8,letter,EZEN TIMES DUN3 GUNU GUNU,⠑⠵⠑⠝⠡⠙⠥⠝⠒ ⠛⠥⠝⠥ ⠛⠥⠝⠥
𒂩,120A9,letter,EZEN TIMES HA,⠑⠵⠑⠝⠡⠓⠁
𒂪,120AA,letter,EZEN TIMES HA GUNU,⠑⠵⠑⠝⠡⠓⠁ ⠛⠥⠝⠥
𒂑,12091,letter,E2 TIMES SAL,⠑⠡⠎⠁⠇
𒂏,1208F,letter,E2 TIMES GAR,⠑⠡⠛⠜
𒁳,12073,letter,DIB,⠙⠊⠃
𒂎,1208E,letter,E2 TIMES A PLUS HA PLUS DA,⠑⠡⠁⠬⠓⠁⠬⠙⠁
𒁵,12075,letter,DIM TIMES SHE,⠙⠊⠍⠡⠩⠑
𒁶,12076,letter,DIM2,⠙⠊⠍
𒁷,12077,letter,DIN,⠙⠊⠝
𒁸,12078,letter,DIN KASKAL U GUNU DISH,⠙⠊⠝ ⠅⠁⠎⠅⠁⠇ ⠥ ⠛⠥⠝⠥ ⠙⠊⠩
𒁹,12079,letter,DISH,⠙⠊⠩
𒁺,1207A,letter,DU,⠙⠥
𒁻,1207B,letter,DU OVER DU,⠙⠥⠌⠙⠥
𒁼,1207C,letter,DU GUNU,⠙⠥ ⠛⠥⠝⠥
𒁽,1207D,letter,DU SHESHIG,⠙⠥ ⠩⠑⠩⠊⠛
𒁾,1207E,letter,DUB,⠙⠥⠃
𒁿,1207F,letter,DUB TIMES ESH2,⠙⠥⠃⠡⠑⠩
𒂀,12080,letter,DUB2,⠙⠥⠃
𒂁,12081,letter,DUG,⠙⠥⠛
𒂂,12082,letter,DUGUD,⠙⠥⠛⠥⠙
𒂃,12083,letter,DUH,⠙⠥⠓
𒂄,12084,letter,DUN,⠙⠥⠝
𒂅,12085,letter,DUN3,⠙⠥⠝⠒
𒂆,12086,letter,DUN3 GUNU,⠙⠥⠝⠒ ⠛⠥⠝⠥
𒂇,12087,letter,DUN3 GUNU GUNU,⠙⠥⠝⠒ ⠛⠥⠝⠥ ⠛⠥⠝⠥
𒂈,12088,letter,DUN4,⠙⠥⠝⠲
𒂉,12089,letter,DUR2,⠙⠥⠗
𒂊,1208A,letter,E,⠑
𒂋,1208B,letter,E TIMES PAP,⠑⠡⠏⠁⠏
𒂌,1208C,letter,E OVER E NUN OVER NUN,⠑⠌⠑ ⠝⠥⠝⠌⠝⠥⠝
𒂍,1208D,letter,E2,⠑
𒂫,120AB,letter,EZEN TIMES IGI GUNU,⠑⠵⠑⠝⠡⠊⠛⠊ ⠛⠥⠝⠥
𒂬,120AC,letter,EZEN TIMES KASKAL,⠑⠵⠑⠝⠡⠅⠁⠎⠅⠁⠇
𒂭,120AD,letter,EZEN TIMES KASKAL SQUARED,⠑⠵⠑⠝⠡⠅⠁⠎⠅⠁⠇⠘⠸
𒂮,120AE,letter,EZEN TIMES KU3,⠑⠵⠑⠝⠡⠅⠥⠒
𒃋,120CB,letter,GA2 TIMES GAN2 TENU,⠛⠁⠡⠛⠁⠝ ⠞⠑⠝⠥
𒃌,120CC,letter,GA2 TIMES GAR,⠛⠁⠡⠛⠜
𒃍,120CD,letter,GA2 TIMES GI,⠛⠁⠡⠛⠊
𒃎,120CE,letter,GA2 TIMES GI4,⠛⠁⠡⠛⠊⠲
𒃏,120CF,letter,GA2 TIMES GI4 PLUS A,⠛⠁⠡⠛⠊⠲⠬⠁
𒃐,120D0,letter,GA2 TIMES GIR2 PLUS SU,⠛⠁⠡⠛⠊⠗⠬⠎⠥
𒃑,120D1,letter,GA2 TIMES HA PLUS LU PLUS ESH2,⠛⠁⠡⠓⠁⠬⠇⠥⠬⠑⠩
𒃒,120D2,letter,GA2 TIMES HAL,⠛⠁⠡⠓⠁⠇
𒃓,120D3,letter,GA2 TIMES HAL PLUS LA,⠛⠁⠡⠓⠁⠇⠬⠇⠁
𒃔,120D4,letter,GA2 TIMES HI PLUS LI,⠛⠁⠡⠓⠊⠬⠇⠊
𒃕,120D5,letter,GA2 TIMES HUB2,⠛⠁⠡⠓⠥⠃
𒃖,120D6,letter,GA2 TIMES IGI GUNU,⠛⠁⠡⠊⠛⠊ ⠛⠥⠝⠥
𒃗,120D7,letter,GA2 TIMES ISH PLUS HU PLUS ASH,⠛⠁⠡⠊⠩⠬⠓⠥⠬⠁⠩
𒃘,120D8,letter,GA2 TIMES KAK,⠛⠁⠡⠅⠁⠅
𒃙,120D9,letter,GA2 TIMES KASKAL,⠛⠁⠡⠅⠁⠎⠅⠁⠇
𒃚,120DA,letter,GA2 TIMES KID,⠛⠁⠡⠅⠊⠙
𒃛,120DB,letter,GA2 TIMES KID PLUS LAL,⠛⠁⠡⠅⠊⠙⠬⠇⠁⠇
𒃜,120DC,letter,GA2 TIMES KU3 PLUS AN,⠛⠁⠡⠅⠥⠒⠬⠁⠝
𒃝,120DD,letter,GA2 TIMES LA,⠛⠁⠡⠇⠁
𒃞,120DE,letter,GA2 TIMES ME PLUS EN,⠛⠁⠡⠍⠑⠬⠑⠝
𒃟,120DF,letter,GA2 TIMES MI,⠛⠁⠡⠍⠊
𒃡,120e1,letter,GA2 TIMES NUN OVER NUN,⠛⠁⠡⠝⠥⠝⠌⠝⠥⠝
𒃢,120e2,letter,GA2 TIMES PA,⠛⠁⠡⠏⠁
𒃣,120e3,letter,GA2 TIMES SAL,⠛⠁⠡⠎⠁⠇
𒃤,120e4,letter,GA2 TIMES SAR,⠛⠁⠡⠎⠜
𒃊,120CA,letter,GA2 TIMES EN TIMES GAN2 TENU,⠛⠁⠡⠑⠝⠡⠛⠁⠝ ⠞⠑⠝⠥
𒃉,120C9,letter,GA2 TIMES EN,⠛⠁⠡⠑⠝
𒃈,120C8,letter,GA2 TIMES EL PLUS LA,⠛⠁⠡⠑⠇⠬⠇⠁
𒂺,120BA,letter,GA2 TIMES A PLUS IGI,⠛⠁⠡⠁⠬⠊⠛⠊
𒂯,120AF,letter,EZEN TIMES LA,⠑⠵⠑⠝⠡⠇⠁
𒂰,120B0,letter,EZEN TIMES LAL TIMES LAL,⠑⠵⠑⠝⠡⠇⠁⠇⠡⠇⠁⠇
𒂱,120B1,letter,EZEN TIMES LI,⠑⠵⠑⠝⠡⠇⠊
𒂲,120B2,letter,EZEN TIMES LU,⠑⠵⠑⠝⠡⠇⠥
𒂳,120B3,letter,EZEN TIMES U2,⠑⠵⠑⠝⠡⠥
𒂴,120B4,letter,EZEN TIMES UD,⠑⠵⠑⠝⠡⠥⠙
𒂵,120B5,letter,GA,⠛⠁
𒂶,120B6,letter,GA GUNU,⠛⠁ ⠛⠥⠝⠥
𒂷,120B7,letter,GA2,⠛⠁
𒂸,120B8,letter,GA2 TIMES A PLUS DA PLUS HA,⠛⠁⠡⠁⠬⠙⠁⠬⠓⠁
𒂹,120B9,letter,GA2 TIMES A PLUS HA,⠛⠁⠡⠁⠬⠓⠁
𒂻,120BB,letter,GA2 TIMES AB2 TENU PLUS TAB,⠛⠁⠡⠁⠃ ⠞⠑⠝⠥⠬⠞⠁⠃
𒃇,120C7,letter,GA2 TIMES EL,⠛⠁⠡⠑⠇
𒂼,120BC,letter,GA2 TIMES AN,⠛⠁⠡⠁⠝
𒂽,120BD,letter,GA2 TIMES ASH,⠛⠁⠡⠁⠩
𒂾,120BE,letter,GA2 TIMES ASH2 PLUS GAL,⠛⠁⠡⠁⠩⠬⠛⠁⠇
𒂿,120BF,letter,GA2 TIMES BAD,⠛⠁⠡⠃⠁⠙
𒃀,120C0,letter,GA2 TIMES BAR PLUS RA,⠛⠁⠡⠃⠜⠬⠗⠁
𒃁,120C1,letter,GA2 TIMES BUR,⠛⠁⠡⠃⠥⠗
𒃂,120C2,letter,GA2 TIMES BUR PLUS RA,⠛⠁⠡⠃⠥⠗⠬⠗⠁
𒃃,120C3,letter,GA2 TIMES DA,⠛⠁⠡⠙⠁
𒃄,120C4,letter,GA2 TIMES DI,⠛⠁⠡⠙⠊
𒃅,120C5,letter,GA2 TIMES DIM TIMES SHE,⠛⠁⠡⠙⠊⠍⠡⠩⠑
𒃆,120C6,letter,GA2 TIMES DUB,⠛⠁⠡⠙⠥⠃
𒁴,12074,letter,DIM,⠙⠊⠍
𒁲,12072,letter,DI,⠙⠊
𒃦,120e6,letter,GA2 TIMES SHE PLUS TUR,⠛⠁⠡⠩⠑⠬⠞⠥⠗
𒀝,1201D,letter,AK,⠁⠅
𒀟,1201F,letter,AK TIMES SHITA PLUS GISH,⠁⠅⠡⠩⠊⠞⠁⠬⠛⠊⠩
𒀠,12020,letter,AL,⠁⠇
𒀡,12021,letter,AL TIMES AL,⠁⠇⠡⠁⠇
𒀢,12022,letter,AL TIMES DIM2,⠁⠇⠡⠙⠊⠍
𒀣,12023,letter,AL TIMES GISH,⠁⠇⠡⠛⠊⠩
𒀤,12024,letter,AL TIMES HA,⠁⠇⠡⠓⠁
𒀥,12025,letter,AL TIMES KAD3,⠁⠇⠡⠅⠁⠙⠒
𒀦,12026,letter,AL TIMES KI,⠁⠇⠡⠅⠊
𒀧,12027,letter,AL TIMES SHE,⠁⠇⠡⠩⠑
𒀨,12028,letter,AL TIMES USH,⠁⠇⠡⠥⠩
𒀩,12029,letter,ALAN,⠁⠇⠁⠝
𒀪,1202A,letter,ALEPH,⠁⠇⠑⠏⠓
𒀫,1202B,letter,AMAR,⠁⠍⠜
𒀬,1202C,letter,AMAR TIMES SHE,⠁⠍⠜⠡⠩⠑
𒀭,1202D,letter,AN,⠁⠝
𒀮,1202E,letter,AN OVER AN,⠁⠝⠌⠁⠝
𒀯,1202F,letter,AN THREE TIMES,⠁⠝⠘⠸⠒
𒀰,12030,letter,AN PLUS NAGA OPPOSING AN PLUS NAGA,⠁⠝⠬⠝⠁⠛⠁⠫⠁⠝⠬⠝⠁⠛⠁
𒀱,12031,letter,AN PLUS NAGA SQUARED,⠁⠝⠬⠝⠁⠛⠁⠘⠸
𒀲,12032,letter,ANSHE,⠁⠝⠩⠑
𒀳,12033,letter,APIN,⠁⠏⠊⠝
𒀴,12034,letter,ARAD,⠜⠁⠙
𒀵,12035,letter,ARAD TIMES KUR,⠜⠁⠙⠡⠅⠥⠗
𒀶,12036,letter,ARKAB,⠜⠅⠁⠃
𒀷,12037,letter,ASAL2,⠁⠎⠁⠇
𒀞,1201E,letter,AK TIMES ERIN2,⠁⠅⠡⠑⠗⠊⠝
𒀜,1201C,letter,AD,⠁⠙
𒁱,12071,letter,DARA4,⠙⠜⠁⠲
𒀛,1201B,letter,AB2 TIMES TAK4,⠁⠃⠡⠞⠁⠅⠲
𒀂,12002,letter,A TIMES BAD,⠁⠡⠃⠁⠙
𒀃,12003,letter,A TIMES GAN2 TENU,⠁⠡⠛⠁⠝ ⠞⠑⠝⠥
𒀄,12004,letter,A TIMES HA,⠁⠡⠓⠁
𒀅,12005,letter,A TIMES IGI,⠁⠡⠊⠛⠊
𒀆,12006,letter,A TIMES LAGAR GUNU,⠁⠡⠇⠁⠛⠜ ⠛⠥⠝⠥
𒀇,12007,letter,A TIMES MUSH,⠁⠡⠍⠥⠩
𒀈,12008,letter,A TIMES SAG,⠁⠡⠎⠁⠛
𒀉,12009,letter,A2,⠁
𒀊,1200A,letter,AB,⠁⠃
𒀋,1200B,letter,AB TIMES ASH2,⠁⠃⠡⠁⠩
𒀌,1200C,letter,AB TIMES DUN3 GUNU,⠁⠃⠡⠙⠥⠝⠒ ⠛⠥⠝⠥
𒀍,1200D,letter,AB TIMES GAL,⠁⠃⠡⠛⠁⠇
𒀎,1200E,letter,AB TIMES GAN2 TENU,⠁⠃⠡⠛⠁⠝ ⠞⠑⠝⠥
𒀏,1200F,letter,AB TIMES HA,⠁⠃⠡⠓⠁
𒀐,12010,letter,AB TIMES IGI GUNU,⠁⠃⠡⠊⠛⠊ ⠛⠥⠝⠥
𒀑,12011,letter,AB TIMES IMIN,⠁⠃⠡⠊⠍⠊⠝
𒀒,12012,letter,AB TIMES LAGAB,⠁⠃⠡⠇⠁⠛⠁⠃
𒀓,12013,letter,AB TIMES SHESH,⠁⠃⠡⠩⠑⠩
𒀔,12014,letter,AB TIMES U PLUS U PLUS U,⠁⠃⠡⠥⠬⠥⠬⠥
𒀕,12015,letter,AB GUNU,⠁⠃ ⠛⠥⠝⠥
𒀖,12016,letter,AB2,⠁⠃
𒀗,12017,letter,AB2 TIMES BALAG,⠁⠃⠡⠃⠁⠇⠁⠛
𒀘,12018,letter,AB2 TIMES GAN2 TENU,⠁⠃⠡⠛⠁⠝ ⠞⠑⠝⠥
𒀙,12019,letter,AB2 TIMES ME PLUS EN,⠁⠃⠡⠍⠑⠬⠑⠝
𒀚,1201A,letter,AB2 TIMES SHA3,⠁⠃⠡⠩⠁⠒
𒀸,12038,letter,ASH,⠁⠩
𒀹,12039,letter,ASH ZIDA TENU,⠁⠩ ⠵⠊⠙⠁ ⠞⠑⠝⠥
𒀺,1203A,letter,ASH KABA TENU,⠁⠩ ⠅⠁⠃⠁ ⠞⠑⠝⠥
𒀻,1203B,letter,ASH OVER ASH TUG2 OVER TUG2 TUG2 OVER TUG2 PAP,⠁⠩⠌⠁⠩ ⠞⠥⠛⠌⠞⠥⠛ ⠞⠥⠛⠌⠞⠥⠛ ⠏⠁⠏
𒁘,12058,letter,DAG KISIM5 TIMES AMAR,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠁⠍⠜
𒁙,12059,letter,DAG KISIM5 TIMES BALAG,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠃⠁⠇⠁⠛
𒁚,1205A,letter,DAG KISIM5 TIMES BI,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠃⠊
𒁛,1205B,letter,DAG KISIM5 TIMES GA,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠛⠁
𒁜,1205C,letter,DAG KISIM5 TIMES GA PLUS MASH,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠛⠁⠬⠍⠁⠩
𒁝,1205D,letter,DAG KISIM5 TIMES GI,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠛⠊
𒁞,1205E,letter,DAG KISIM5 TIMES GIR2,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠛⠊⠗
𒁟,1205F,letter,DAG KISIM5 TIMES GUD,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠛⠥⠙
𒁠,12060,letter,DAG KISIM5 TIMES HA,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠓⠁
𒁡,12061,letter,DAG KISIM5 TIMES IR,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠊⠗
𒁢,12062,letter,DAG KISIM5 TIMES IR PLUS LU,⠙⠁⠛ ⠅⠊⠎⠊⠍⠢⠡⠊⠗⠬⠇⠥
